identifier,matching_objects,image_thumb,image_small,object-type,title,"creator (Lastname, Firstname; Lastname, Firstname)","recipient (Lastname, Firstname; Lastname, Firstname)",date (yyyy-mm-dd or yyyy-mm or yyyy),"date is approximate? (yes, or blank)",description (1-3 sentences),"subject (subject1; subject2)
in most cases, aim for 3 or more subjects, but less is okay
controlled vocab lookup: https://www.getty.edu/research/tools/vocabularies/aat/","associated names (Lastname, Firstname; Lastname, Firstname)","location 1 (City, State)","latitude / longitude 1 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","location 2 (City, State)","latitude / longitude 2 (lat, long)
go to https://www.google.com/maps/, right click on the location, click on the lat/long that appear at the top of the drop down (this will copy the lat/long to your clipboard). right click in the cell you wish to add the data, select ""paste special"" > ""values only.""","doc length x width l""xw""",cabinet,drawer,box,bag,"type (biface, projectile point, etc.)",material,material source,length (mm),width (mm),thickness (mm),weight (g),count,source,"original format (i.e. letter, newspaper clipping, artifact, etc.)",type,"language
code lookup: http://www.loc.gov/standards/iso639-2/php/code_list.php",rights (before 1926 = no copyright; after 1926 or not sure = in copyright),student initials,"publish? (no, or blank)","GGOI? (yes, or blank"
CE_B19_F2-Item117,CE_B19_F2-Item117.pdf,thumbs/ce_b19_f2-item117_th.jpg,small/ce_b19_f2-item117_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-02-13,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical Bill,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item118,CE_B19_F2-Item118.pdf,thumbs/ce_b19_f2-item118_th.jpg,small/ce_b19_f2-item118_sm.jpg,pdf,Magic Valley Memorial Hospital Bill,N/A,N/A,1978-02-28,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical Bill,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item119,CE_B19_F2-Item119.pdf,thumbs/ce_b19_f2-item119_th.jpg,small/ce_b19_f2-item119_sm.jpg,pdf,Receipt,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Receipt,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item12,CE_B19_F2-Item12.pdf,thumbs/ce_b19_f2-item12_th.jpg,small/ce_b19_f2-item12_sm.jpg,pdf,Request for Medicare Payment Form,N/A,N/A,1978-09-25,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item120,CE_B19_F2-Item120.pdf,thumbs/ce_b19_f2-item120_th.jpg,small/ce_b19_f2-item120_sm.jpg,pdf,Medical notes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical notes,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item121,CE_B19_F2-Item121.pdf,thumbs/ce_b19_f2-item121_th.jpg,small/ce_b19_f2-item121_sm.jpg,pdf,Medical notes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical notes,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item122,CE_B19_F2-Item122.pdf,thumbs/ce_b19_f2-item122_th.jpg,small/ce_b19_f2-item122_sm.jpg,pdf,Medical notes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical notes,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item123,CE_B19_F2-Item123.pdf,thumbs/ce_b19_f2-item123_th.jpg,small/ce_b19_f2-item123_sm.jpg,pdf,Medical notes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical notes,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item124,CE_B19_F2-Item124.pdf,thumbs/ce_b19_f2-item124_th.jpg,small/ce_b19_f2-item124_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-02-22,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item125,CE_B19_F2-Item125.pdf,thumbs/ce_b19_f2-item125_th.jpg,small/ce_b19_f2-item125_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-02-06,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item126,CE_B19_F2-Item126.pdf,thumbs/ce_b19_f2-item126_th.jpg,small/ce_b19_f2-item126_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-02-08,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item127,CE_B19_F2-Item127.pdf,thumbs/ce_b19_f2-item127_th.jpg,small/ce_b19_f2-item127_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-01-12,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item128,CE_B19_F2-Item128.pdf,thumbs/ce_b19_f2-item128_th.jpg,small/ce_b19_f2-item128_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-03-17,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item129,CE_B19_F2-Item129.pdf,thumbs/ce_b19_f2-item129_th.jpg,small/ce_b19_f2-item129_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-03-15,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item13,CE_B19_F2-Item13.pdf,thumbs/ce_b19_f2-item13_th.jpg,small/ce_b19_f2-item13_sm.jpg,pdf,Medicare Benefits Record,N/A,N/A,1978-09-29,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item130,CE_B19_F2-Item130.pdf,thumbs/ce_b19_f2-item130_th.jpg,small/ce_b19_f2-item130_sm.jpg,pdf,Medicare Payment Information,N/A,N/A,1978-02-22,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item131,CE_B19_F2-Item131.pdf,thumbs/ce_b19_f2-item131_th.jpg,small/ce_b19_f2-item131_sm.jpg,pdf,Record of Part B Medicare Benefits Used,N/A,N/A,1978-02-01,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item132,CE_B19_F2-Item132.pdf,thumbs/ce_b19_f2-item132_th.jpg,small/ce_b19_f2-item132_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1978-01-05,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item133,CE_B19_F2-Item133.pdf,thumbs/ce_b19_f2-item133_th.jpg,small/ce_b19_f2-item133_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-02-23,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item134,CE_B19_F2-Item134.pdf,thumbs/ce_b19_f2-item134_th.jpg,small/ce_b19_f2-item134_sm.jpg,pdf,Medicare Payment Information,N/A,N/A,1978-01-26,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item135,CE_B19_F2-Item135.pdf,thumbs/ce_b19_f2-item135_th.jpg,small/ce_b19_f2-item135_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-03-14,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item136,CE_B19_F2-Item136.pdf,thumbs/ce_b19_f2-item136_th.jpg,small/ce_b19_f2-item136_sm.jpg,pdf,Letter from Medicare to Donald Crabtree,Medicare,"Crabtree, Donald ""Don"" E.",1978-03-04,,Typewritten letter from Medicare to Donald Crabtree regarding a previously submitted claim.,Typewritten; medical,,"New York, New York","40.71484718757158, -73.9810880714271","Kimberly, Idaho","42.5335805982885, -114.36483156147125",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item137,CE_B19_F2-Item137.pdf,thumbs/ce_b19_f2-item137_th.jpg,small/ce_b19_f2-item137_sm.jpg,pdf,Medical Records,N/A,N/A,1905-05-31,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item138,CE_B19_F2-Item138.pdf,thumbs/ce_b19_f2-item138_th.jpg,small/ce_b19_f2-item138_sm.jpg,pdf,Letter from Donald Crabtree to Medicare,"Crabtree, Donald ""Don"" E.",Medicare,1978-02-27,,Typewritten letter from Donald Crabtree to Medicare regarding a claim.,Typewritten; medical,,"Kimberly, Idaho","42.5335805982885, -114.36483156147125","Boise, Idaho","43.61464173252067, -116.20094709852786",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item139,CE_B19_F2-Item139.pdf,thumbs/ce_b19_f2-item139_th.jpg,small/ce_b19_f2-item139_sm.jpg,pdf,Request for Medicare Payment,N/A,N/A,1977-12-14,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item14,CE_B19_F2-Item14.pdf,thumbs/ce_b19_f2-item14_th.jpg,small/ce_b19_f2-item14_sm.jpg,pdf,Medicare Benefits Record,N/A,N/A,1978-09-29,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item140,CE_B19_F2-Item140.pdf,thumbs/ce_b19_f2-item140_th.jpg,small/ce_b19_f2-item140_sm.jpg,pdf,Medicare Benefits Record,N/A,N/A,1978-01-27,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item141,CE_B19_F2-Item141.pdf,thumbs/ce_b19_f2-item141_th.jpg,small/ce_b19_f2-item141_sm.jpg,pdf,Medicare Benefits Record,N/A,N/A,1978-02-10,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item142,CE_B19_F2-Item142.pdf,thumbs/ce_b19_f2-item142_th.jpg,small/ce_b19_f2-item142_sm.jpg,pdf,Receipt,N/A,N/A,1978-02-06,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Receipt,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item143,CE_B19_F2-Item143.pdf,thumbs/ce_b19_f2-item143_th.jpg,small/ce_b19_f2-item143_sm.jpg,pdf,Explanation of Payment,N/A,N/A,1978-02-03,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical records,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item144,CE_B19_F2-Item144.pdf,thumbs/ce_b19_f2-item144_th.jpg,small/ce_b19_f2-item144_sm.jpg,pdf,Letter from Donald Crabtree to Aetna Life and Casualty,"Crabtree, Donald ""Don"" E.",Aetna Life and Casualty,1978-01-28,,"Typewritten letter from Donald Crabtree to Aetna Life and Casualty recording EOBs, itemized bills, and claim forms.",Typewritten; medical,,"Kimberly, Idaho","42.5335805982885, -114.36483156147125","Salt Lake City, Utah","40.76196247026785, -111.87380163131897",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item145,CE_B19_F2-Item145.pdf,thumbs/ce_b19_f2-item145_th.jpg,small/ce_b19_f2-item145_sm.jpg,pdf,Notice of Claim form,N/A,N/A,1978-01-28,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item146,CE_B19_F2-Item146.pdf,thumbs/ce_b19_f2-item146_th.jpg,small/ce_b19_f2-item146_sm.jpg,pdf,Bruce A. Buck Account Statement,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item147,CE_B19_F2-Item147.pdf,thumbs/ce_b19_f2-item147_th.jpg,small/ce_b19_f2-item147_sm.jpg,pdf,Bruce A. Buck Account Statement,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item148,CE_B19_F2-Item148.pdf,thumbs/ce_b19_f2-item148_th.jpg,small/ce_b19_f2-item148_sm.jpg,pdf,Bruce A. Buck Account Statement,N/A,N/A,1905-05-30,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item149,CE_B19_F2-Item149.pdf,thumbs/ce_b19_f2-item149_th.jpg,small/ce_b19_f2-item149_sm.jpg,pdf,Bruce A. Buck Account Statement,N/A,N/A,1905-05-30,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item15,CE_B19_F2-Item15.pdf,thumbs/ce_b19_f2-item15_th.jpg,small/ce_b19_f2-item15_sm.jpg,pdf,Medicare Benefits Record,N/A,N/A,1978-09-29,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item150,CE_B19_F2-Item150.pdf,thumbs/ce_b19_f2-item150_th.jpg,small/ce_b19_f2-item150_sm.jpg,pdf,John M. McKain Account Statement,N/A,N/A,1977-11-02,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item151,CE_B19_F2-Item151.pdf,thumbs/ce_b19_f2-item151_th.jpg,small/ce_b19_f2-item151_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-01-16,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item152,CE_B19_F2-Item152.pdf,thumbs/ce_b19_f2-item152_th.jpg,small/ce_b19_f2-item152_sm.jpg,pdf,Magic Valley Radiology Associates Account Statement,N/A,N/A,1977-12-09,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item153,CE_B19_F2-Item153.pdf,thumbs/ce_b19_f2-item153_th.jpg,small/ce_b19_f2-item153_sm.jpg,pdf,Explanation of Medicare Benefits,N/A,N/A,1978-01-03,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item154,CE_B19_F2-Item154.pdf,thumbs/ce_b19_f2-item154_th.jpg,small/ce_b19_f2-item154_sm.jpg,pdf,Letter from D. L. Curtis to Reserve Life Insurance Company,"Curtis, D. L.",Reserve Life Insurance Company,1978-03-03,,Typewritten letter from D. L. Curtis to Reserve Life Insurance Company on behalf of Donald Crabtree as a patient requesting medical information.,Typewritten; medical,,"Twin Falls, Idaho","42.55551371154959, -114.47013349000326","Dallas, Texas","32.77995057288749, -96.77004438820548",,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item155,CE_B19_F2-Item155.pdf,thumbs/ce_b19_f2-item155_th.jpg,small/ce_b19_f2-item155_sm.jpg,pdf,Explanation of Benefits,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item156,CE_B19_F2-Item156.pdf,thumbs/ce_b19_f2-item156_th.jpg,small/ce_b19_f2-item156_sm.jpg,pdf,Reserve Life Insurance Company Benefit Coverage check,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Coverage check,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item157,CE_B19_F2-Item157.pdf,thumbs/ce_b19_f2-item157_th.jpg,small/ce_b19_f2-item157_sm.jpg,pdf,Reserve Life Insurance Company Benefit Coverage check,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Coverage check,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item158,CE_B19_F2-Item158.pdf,thumbs/ce_b19_f2-item158_th.jpg,small/ce_b19_f2-item158_sm.jpg,pdf,Reserve Life Insurance Company Benefit Coverage check,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Coverage check,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item159,CE_B19_F2-Item159.pdf,thumbs/ce_b19_f2-item159_th.jpg,small/ce_b19_f2-item159_sm.jpg,pdf,Health Insurance Claim Form,N/A,N/A,1978-01-27,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Form,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item16,CE_B19_F2-Item16.pdf,thumbs/ce_b19_f2-item16_th.jpg,small/ce_b19_f2-item16_sm.jpg,pdf,Notes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Notes - medical,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item160,CE_B19_F2-Item160.pdf,thumbs/ce_b19_f2-item160_th.jpg,small/ce_b19_f2-item160_sm.jpg,pdf,Explanation of Benefits,N/A,N/A,1978-04-10,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item161,CE_B19_F2-Item161.pdf,thumbs/ce_b19_f2-item161_th.jpg,small/ce_b19_f2-item161_sm.jpg,pdf,Explanation of Benefits,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Explanation of benefits,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item162,CE_B19_F2-Item162.pdf,thumbs/ce_b19_f2-item162_th.jpg,small/ce_b19_f2-item162_sm.jpg,pdf,Medical notes,N/A,N/A,1905-05-30,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical notes,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item163,CE_B19_F2-Item163.pdf,thumbs/ce_b19_f2-item163_th.jpg,small/ce_b19_f2-item163_sm.jpg,pdf,Medical notes,N/A,N/A,1905-05-30,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Medical notes,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item164,CE_B19_F2-Item164.pdf,thumbs/ce_b19_f2-item164_th.jpg,small/ce_b19_f2-item164_sm.jpg,pdf,Medicare Benefits Record,N/A,N/A,1978-01-27,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item165,CE_B19_F2-Item165.pdf,thumbs/ce_b19_f2-item165_th.jpg,small/ce_b19_f2-item165_sm.jpg,pdf,Note from Wilma Titmus to Clarissa,"Titmus, Wilma",Clarissa,N/A,N/A,Typewritten note from Wilma Titmus to Clarissa offering to pick her up and discussing an issue Donald Crabtree was having with Medicare.,Typewritten; medical,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Typewritten correspondence,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item166,CE_B19_F2-Item166.pdf,thumbs/ce_b19_f2-item166_th.jpg,small/ce_b19_f2-item166_sm.jpg,pdf,Magic Valley Memorial Hospital Account Statement,N/A,N/A,1977-12-12,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Account statement,Text,eng,No Copyright,JH,no,
CE_B19_F2-Item167,CE_B19_F2-Item167.pdf,thumbs/ce_b19_f2-item167_th.jpg,small/ce_b19_f2-item167_sm.jpg,pdf,Medicare Benefits Record,N/A,N/A,1977-12-16,,N/A,N/A,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald E. Crabtree Lithic Comparative Collection,Benefits record,Text,eng,No Copyright,JH,no,
