objectid,parentid,title,creator,date,date_archival,date_is_approximate,description,subject,recipient,associated_names,location,latitude,longitude,location_2,latitude_2,longitude_2,identifier,doc_length,source,language,rights,rightsstatement,student_initials,publish,original_format,type,format,object_comments,group,display_template,filename,object_location,image_small,image_thumb,extension,box_num,folder_num,id_num
ce_b26_f4-item7,,Letter from Don Crabtree to Ruth Dee Simpson,"Crabtree, Donald ""Don"" E.",1965-07-05,1965-07-05,,Letter from Don Crabtree to Ruth Dee Simpson congratulating her on the success of her Calico excavation. He mentions that he will be attending the upcoming INQUA conference and will be happy to see her there.,Calico; National Geographic Society; travel; excavation (sites); INQUA; conferences; film; flintknapping; Folsom,"Simpson, Ruth Dee","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Leakey, Louis; Bordes, Francois; Swanson, Earl","Kimberly, Idaho",42.53413793630222,-114.36351610797904,"Pasadena, California",34.12946330670305,-118.13157916194996,CE_B26_F4-Item7,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item7.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item7.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item7_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item7_th.jpg,pdf,B26,F4,F4-Item7
ce_b26_f4-item8,,A copy of a letter from Don Crabtree to Ruth Dee Simpson,"Crabtree, Donald ""Don"" E.",1965-11-29,1965-11-29,,A copy of a letter from Don Crabtree to Ruth Dee Simpson,flintknapping; film; experimental archaeology; INQUA; symposium,"Simpson, Ruth Dee","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee","Kimberly, Idaho",42.53413793630222,-114.36351610797904,"Yermo, California",34.906755530145574,-116.83779062727652,CE_B26_F4-Item8,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item8.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item8.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item8_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item8_th.jpg,pdf,B26,F4,F4-Item8
ce_b26_f4-item9,,Handwritten letter from Ruth Dee Simpson to Don Crabtree,"Simpson, Ruth Dee",1965-11-10,1965-11-10,,"Handwritten letter from Ruth Dee Simpson to Don Crabtree hoping to make plans for Crabtree to visit. She adds that she has heard from elsewhere that relatives of Crabtree have said that he does not think much of her work, which she doubts but wants to confirm.",travel,"Crabtree, Donald ""Don"" E.","Crabtree, Donald ""Don"" E.; Simpson, Ruth Dee; Leakey, Louis","Yermo, California",34.906755530145574,-116.83779062727652,"Kimberly, Idaho",42.53413793630222,-114.36351610797904,CE_B26_F4-Item9,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F4-Item9.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F4-Item9.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f4-item9_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f4-item9_th.jpg,pdf,B26,F4,F4-Item9
ce_b26_f5-item1,,A list of reports from various archaeologists and lithic scientists on various sites throughout the western United States titled Archaeology Session 1.,,,1905-05-17 (date issue?),yes,A list of reports from various archaeologists and lithic scientists on various sites throughout the western United States titled Archaeology Session 1. There are two copies.,excavation (sites); report; artifacts; lithic technology,,"Wilson, Norman L.; Tuohy, Donald R.; Rozaire, Charles; Orlins, Robert; Magee, Molly; Aikens, C. Melvin",,,,,,,CE_B26_F5-Item1,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item1_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item1_th.jpg,pdf,B26,F5,F5-Item1
ce_b26_f5-item10,,A program for the Great Basin Anthropological Conference of 1968,,,1905-05-21 (date issue?),yes,A program for the Great Basin Anthropological Conference of 1968. Included are an RSVP and a schedule of events. The program is annotated in blue ink.,Great Basin Anthropological conferences; lithic technology,,,,,,,,,CE_B26_F5-Item10,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item10.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item10.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item10_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item10_th.jpg,pdf,B26,F5,F5-Item10
ce_b26_f5-item11,,A duplicate of a program for the Great Basin Anthropological Conference of 1968,,,1905-05-21 (date issue?),yes,A duplicate of a program for the Great Basin Anthropological Conference of 1968. Included are an RSVP and a schedule of events.,Great Basin Anthropological conferences; lithic technology,,,,,,,,,CE_B26_F5-Item11,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item11.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item11.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item11_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item11_th.jpg,pdf,B26,F5,F5-Item11
ce_b26_f5-item12,,List of attendees of the Great Basin Anthropological Conference,,,1905-05-21 (date issue?),yes,List of attendees of the Great Basin Anthropological Conference; basic information on each is included.,Great Basin Anthropological conferences; lithic technology,,,,,,,,,CE_B26_F5-Item12,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item12.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item12.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item12_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item12_th.jpg,pdf,B26,F5,F5-Item12
ce_b26_f5-item2,,A list of reports from various archaeologists and lithic scientists on various sites throughout the western United States titled Archaeology Session 2.,,,1905-05-17 (date issue?),yes,A list of reports from various archaeologists and lithic scientists on various sites throughout the western United States titled Archaeology Session 2. There are two copies.,excavation (sites); report; artifacts; lithic technology,,"Zieglar, Alan C.; Brooks, Sheilagh; Brooks, Richard; Warren, C.N.; De Costa, J.J.; Ferguson, C.W.; Pohorecky, Zenon; Alexander, Wayne; Ruby, Jay; Simpson, Ruth Dee",,,,,,,CE_B26_F5-Item2,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item2.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item2.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item2_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item2_th.jpg,pdf,B26,F5,F5-Item2
ce_b26_f5-item3,,A list of reports from anthropologists exploring the culture of the pre-settlement western United States titled Ethnology Session.,,,1905-05-17 (date issue?),yes,A list of reports from anthropologists exploring the culture of the pre-settlement western United States titled Ethnology Session.,anthropology,,"Ciine, Gloria Griffen; Dangberg, Grace; Jacobsen, William H. Jr.; Miller, Peter; Park, Willard Z.",,,,,,,CE_B26_F5-Item3,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item3.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item3.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item3_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item3_th.jpg,pdf,B26,F5,F5-Item3
ce_b26_f5-item4,,All abstracts from the 1964 Great Basin Anthropological Conference,,,1905-05-17 (date issue?),yes,All abstracts from the 1964 Great Basin Anthropological Conference. Each abstract includes other work by the authors of the piece.,Great Basin Anthropological conferences,,"Witherspoon, Y.T.; Malouf, Carling; Downs, James F.; Fowler, Don D.; Miller, Wick R.; Swanson, Earl H. Jr.; Davis, Wilbur",,,,,,,CE_B26_F5-Item4,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item4.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item4.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item4_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item4_th.jpg,pdf,B26,F5,F5-Item4
ce_b26_f5-item6,,"All abstracts from the 1966 Great Basin Anthropological Conference, part 1.",,,1905-05-19 (date issue?),yes,"All abstracts from the 1966 Great Basin Anthropological Conference, part 1.",Great Basin Anthropological conferences,,"Ackerman, Robert E.; Agenbroad, Larry D.; Rovner, Irwin; Agogino, George; Aikens, C. Melvin; Ambler, Richard J.; Ambro, Richard D.; Cowan, Richard; Anderson, Douglas D.; Anderson, Keith M.; Carlquist, David A.; Armelagos, George J.; Bastian, Tyler; Binford, Lewis; Birrell, Verla; Brown, J.A.; Bayrock, L.A.; Bryan A.L; Callen, E.O.; Chapman, Carl H.; Chenhall Robert G.; Chism, James V.; Clark, Gerald H.; Irwin-Williams, Cynthia",,,,,,,CE_B26_F5-Item6,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item6.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item6.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item6_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item6_th.jpg,pdf,B26,F5,F5-Item6
ce_b26_f5-item7,,"All registrants for the Great Basin Anthropological Conference, part 1.",,,1905-05-19 (date issue?),yes,"All registrants for the Great Basin Anthropological Conference, part 1.",Great Basin Anthropological conferences,,,,,,,,,CE_B26_F5-Item7,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item7.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item7.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item7_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item7_th.jpg,pdf,B26,F5,F5-Item7
ce_b26_f5-item8,,"All registrants for the Great Basin Anthropological Conference, part 2.",,,1905-05-19 (date issue?),yes,"All registrants for the Great Basin Anthropological Conference, part 2.",Great Basin Anthropological conferences,,,,,,,,,CE_B26_F5-Item8,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item8.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item8.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item8_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item8_th.jpg,pdf,B26,F5,F5-Item8
ce_b26_f5-item9,,A program for the Great Basin Anthropological Conference of 1968,,,1905-05-21 (date issue?),yes,A program for the Great Basin Anthropological Conference of 1968. Included are an RSVP and a schedule of events. The program is annotated in blue ink.,Great Basin Anthropological conferences; lithic technology,,,,,,,,,CE_B26_F5-Item9,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,sj,,letter,Text,application/pdf,,archives,pdf,CE_B26_F5-Item9.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B26_F5-Item9.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b26_f5-item9_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b26_f5-item9_th.jpg,pdf,B26,F5,F5-Item9
ce_b29_f1-item1,,List of University of Idaho Honorary Degrees,,,N/A,,Typewritten list of Honorary Degrees given by the University of Idaho between 1894-1987.,list; honorary degrees; typewritten,,"Crabtree, Donald ""Don"" E.",,,,,,,CE_B29_F1-Item1,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,list,Text,application/pdf,,archives,pdf,CE_B29_F1-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B29_F1-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b29_f1-item1_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b29_f1-item1_th.jpg,pdf,B29,F1,F1-Item1
ce_b29_f10-item1,,Resume Draft for Donald Crabtree,"Crabtree, Donald ""Don"" E.",,N/A,,"Typewritten resume draft of Donald E. Crabtree including a short biography, his previous work, his publications, and his lectures.",resume; biography; typewritten,,,"Kimberly, Idaho",42.5335805982885,-114.36611902175405,,,,CE_B29_F10-Item1,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,resume,Text,application/pdf,,archives,pdf,CE_B29_F10-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B29_F10-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b29_f10-item1_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b29_f10-item1_th.jpg,pdf,B29,F10,F10-Item1
ce_b29_f10-item2,,Current Vita for Donald Crabtree,,1979-01-01,1979-01-01,,"Typewritten vita for Donald E. Crabtree including a short biography, his previous work experience, his publications and films, and his lectures.",Vita; biography; typewritten,,,,,,,,,CE_B29_F10-Item2,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,vita,Text,application/pdf,,archives,pdf,CE_B29_F10-Item2.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B29_F10-Item2.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b29_f10-item2_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b29_f10-item2_th.jpg,pdf,B29,F10,F10-Item2
ce_b29_f11-item1,,Memo from Idaho State University Radio-Tv Series,Herb,,N/A,,Typewritten memo regarding the plan for a film on flint knapping.,memo; film; flintknapping; typewritten,"Crabtree, Donald ""Don"" E.; Swanson, Earl; Sacket, Elmo",,,,,,,,CE_B29_F11-Item1,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,memo,Text,application/pdf,,archives,pdf,CE_B29_F11-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B29_F11-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b29_f11-item1_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b29_f11-item1_th.jpg,pdf,B29,F11,F11-Item1
ce_b29_f12-item1,,Letter from Grace to Donald Crabtree,Grace,1966-03-16,1966-03-16,,Handwritten letter from Grace to Donald Crabtree saying that she sent edited copies of the material that goes along with the films.,professional correspondence; film (material by form); handwritten,"Crabtree, Donald ""Don"" E.",,,,,,,,CE_B29_F12-Item1,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,handwritten correspondence,Text,application/pdf,,archives,pdf,CE_B29_F12-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B29_F12-Item1.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b29_f12-item1_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b29_f12-item1_th.jpg,pdf,B29,F12,F12-Item1
ce_b29_f12-item10,,Outline of film,,,N/A,,Typewritten outline of film planning.,film; outline; typewritten,,,,,,,,,CE_B29_F12-Item10,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,outline,Text,application/pdf,,archives,pdf,CE_B29_F12-Item10.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B29_F12-Item10.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b29_f12-item10_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b29_f12-item10_th.jpg,pdf,B29,F12,F12-Item10
ce_b29_f12-item11,,Outline of film,,,N/A,,Typewritten outline of film planning.,film; outline; typewritten,,,,,,,,,CE_B29_F12-Item11,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,outline,Text,application/pdf,,archives,pdf,CE_B29_F12-Item11.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B29_F12-Item11.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b29_f12-item11_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b29_f12-item11_th.jpg,pdf,B29,F12,F12-Item11
ce_b29_f12-item12,,Pressure Flaking Photography Outline,,,N/A,,Typewritten outline of film planning for Pressure Flaking Photography.,film; outline; typewritten,,,,,,,,,CE_B29_F12-Item12,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,outline,Text,application/pdf,,archives,pdf,CE_B29_F12-Item12.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B29_F12-Item12.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b29_f12-item12_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b29_f12-item12_th.jpg,pdf,B29,F12,F12-Item12
ce_b29_f12-item13,,Pressure Flaking Photography Outline,,,N/A,,Typewritten outline of film planning for Pressure Flaking Photography.,film; outline; typewritten,,,,,,,,,CE_B29_F12-Item13,,"Donald E. Crabtree Lithic Technology Collection, Alfred W. Bowers Laboratory of Anthropology, University of Idaho",eng,In Copyright,http://rightsstatements.org/vocab/InC-EDU/1.0/,JH,,outline,Text,application/pdf,,archives,pdf,CE_B29_F12-Item13.pdf,https://objects.lib.uidaho.edu/crabtree/CE_B29_F12-Item13.pdf,https://objects.lib.uidaho.edu/crabtree/small/ce_b29_f12-item13_sm.jpg,https://objects.lib.uidaho.edu/crabtree/thumbs/ce_b29_f12-item13_th.jpg,pdf,B29,F12,F12-Item13
